policy_id,horizon_ms,minimum_dxy_move_bps,minimum_xag_move_bps,maximum_signed_xau_response_ratio,minimum_source_quote_count,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
H20000__DX005__AG300__XR025__QC02,20000,0.05,3.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX005__AG300__XR025__QC05,20000,0.05,3.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX005__AG300__XR050__QC02,20000,0.05,3.0,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX005__AG300__XR050__QC05,20000,0.05,3.0,0.5,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX005__AG300__XR075__QC02,20000,0.05,3.0,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX005__AG300__XR075__QC05,20000,0.05,3.0,0.75,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG050__XR000__QC02,20000,0.1,0.5,0.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX010__AG050__XR000__QC05,20000,0.1,0.5,0.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX010__AG050__XR025__QC02,20000,0.1,0.5,0.25,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX010__AG050__XR025__QC05,20000,0.1,0.5,0.25,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG050__XR050__QC02,20000,0.1,0.5,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG050__XR050__QC05,20000,0.1,0.5,0.5,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG050__XR075__QC02,20000,0.1,0.5,0.75,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX010__AG050__XR075__QC05,20000,0.1,0.5,0.75,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX010__AG100__XR000__QC02,20000,0.1,1.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG100__XR000__QC05,20000,0.1,1.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG100__XR025__QC02,20000,0.1,1.0,0.25,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG100__XR025__QC05,20000,0.1,1.0,0.25,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XR050__QC02,20000,0.1,1.0,0.5,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XR050__QC05,20000,0.1,1.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XR075__QC02,20000,0.1,1.0,0.75,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XR075__QC05,20000,0.1,1.0,0.75,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG150__XR000__QC02,20000,0.1,1.5,0.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG150__XR000__QC05,20000,0.1,1.5,0.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG150__XR025__QC02,20000,0.1,1.5,0.25,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG150__XR025__QC05,20000,0.1,1.5,0.25,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG150__XR050__QC02,20000,0.1,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG150__XR050__QC05,20000,0.1,1.5,0.5,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG150__XR075__QC02,20000,0.1,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG150__XR075__QC05,20000,0.1,1.5,0.75,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG200__XR000__QC02,20000,0.1,2.0,0.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG200__XR000__QC05,20000,0.1,2.0,0.0,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG200__XR025__QC02,20000,0.1,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG200__XR025__QC05,20000,0.1,2.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG200__XR050__QC02,20000,0.1,2.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG200__XR050__QC05,20000,0.1,2.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG200__XR075__QC02,20000,0.1,2.0,0.75,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG200__XR075__QC05,20000,0.1,2.0,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG300__XR000__QC02,20000,0.1,3.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG300__XR000__QC05,20000,0.1,3.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX010__AG300__XR025__QC02,20000,0.1,3.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG300__XR025__QC05,20000,0.1,3.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG300__XR050__QC02,20000,0.1,3.0,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG300__XR050__QC05,20000,0.1,3.0,0.5,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG300__XR075__QC02,20000,0.1,3.0,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG300__XR075__QC05,20000,0.1,3.0,0.75,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX015__AG050__XR000__QC02,20000,0.15,0.5,0.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX015__AG050__XR000__QC05,20000,0.15,0.5,0.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX015__AG050__XR025__QC02,20000,0.15,0.5,0.25,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX015__AG050__XR025__QC05,20000,0.15,0.5,0.25,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG050__XR050__QC02,20000,0.15,0.5,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG050__XR050__QC05,20000,0.15,0.5,0.5,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG050__XR075__QC02,20000,0.15,0.5,0.75,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX015__AG050__XR075__QC05,20000,0.15,0.5,0.75,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX015__AG100__XR000__QC02,20000,0.15,1.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG100__XR000__QC05,20000,0.15,1.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG100__XR025__QC02,20000,0.15,1.0,0.25,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG100__XR025__QC05,20000,0.15,1.0,0.25,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG100__XR050__QC02,20000,0.15,1.0,0.5,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG100__XR050__QC05,20000,0.15,1.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG100__XR075__QC02,20000,0.15,1.0,0.75,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG100__XR075__QC05,20000,0.15,1.0,0.75,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG150__XR000__QC02,20000,0.15,1.5,0.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG150__XR000__QC05,20000,0.15,1.5,0.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG150__XR025__QC02,20000,0.15,1.5,0.25,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG150__XR025__QC05,20000,0.15,1.5,0.25,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG150__XR050__QC02,20000,0.15,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX015__AG150__XR050__QC05,20000,0.15,1.5,0.5,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG150__XR075__QC02,20000,0.15,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG150__XR075__QC05,20000,0.15,1.5,0.75,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG200__XR000__QC02,20000,0.15,2.0,0.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX015__AG200__XR000__QC05,20000,0.15,2.0,0.0,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG200__XR025__QC02,20000,0.15,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG200__XR025__QC05,20000,0.15,2.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG200__XR050__QC02,20000,0.15,2.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX015__AG200__XR050__QC05,20000,0.15,2.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG200__XR075__QC02,20000,0.15,2.0,0.75,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX015__AG200__XR075__QC05,20000,0.15,2.0,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG300__XR000__QC02,20000,0.15,3.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX015__AG300__XR000__QC05,20000,0.15,3.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX015__AG300__XR025__QC02,20000,0.15,3.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX015__AG300__XR025__QC05,20000,0.15,3.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG300__XR050__QC02,20000,0.15,3.0,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG300__XR050__QC05,20000,0.15,3.0,0.5,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX015__AG300__XR075__QC02,20000,0.15,3.0,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX015__AG300__XR075__QC05,20000,0.15,3.0,0.75,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX020__AG050__XR000__QC02,20000,0.2,0.5,0.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX020__AG050__XR000__QC05,20000,0.2,0.5,0.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX020__AG050__XR025__QC02,20000,0.2,0.5,0.25,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX020__AG050__XR025__QC05,20000,0.2,0.5,0.25,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG050__XR050__QC02,20000,0.2,0.5,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG050__XR050__QC05,20000,0.2,0.5,0.5,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG050__XR075__QC02,20000,0.2,0.5,0.75,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX020__AG050__XR075__QC05,20000,0.2,0.5,0.75,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX020__AG100__XR000__QC02,20000,0.2,1.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG100__XR000__QC05,20000,0.2,1.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG100__XR025__QC02,20000,0.2,1.0,0.25,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG100__XR025__QC05,20000,0.2,1.0,0.25,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XR050__QC02,20000,0.2,1.0,0.5,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XR050__QC05,20000,0.2,1.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XR075__QC02,20000,0.2,1.0,0.75,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XR075__QC05,20000,0.2,1.0,0.75,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG150__XR000__QC02,20000,0.2,1.5,0.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG150__XR000__QC05,20000,0.2,1.5,0.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG150__XR025__QC02,20000,0.2,1.5,0.25,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG150__XR025__QC05,20000,0.2,1.5,0.25,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG150__XR050__QC02,20000,0.2,1.5,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX020__AG150__XR050__QC05,20000,0.2,1.5,0.5,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG150__XR075__QC02,20000,0.2,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG150__XR075__QC05,20000,0.2,1.5,0.75,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG200__XR000__QC02,20000,0.2,2.0,0.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX020__AG200__XR000__QC05,20000,0.2,2.0,0.0,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG200__XR025__QC02,20000,0.2,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG200__XR025__QC05,20000,0.2,2.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG200__XR050__QC02,20000,0.2,2.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX020__AG200__XR050__QC05,20000,0.2,2.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG200__XR075__QC02,20000,0.2,2.0,0.75,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX020__AG200__XR075__QC05,20000,0.2,2.0,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG300__XR000__QC02,20000,0.2,3.0,0.0,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG300__XR000__QC05,20000,0.2,3.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX020__AG300__XR025__QC02,20000,0.2,3.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG300__XR025__QC05,20000,0.2,3.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG300__XR050__QC02,20000,0.2,3.0,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG300__XR050__QC05,20000,0.2,3.0,0.5,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX020__AG300__XR075__QC02,20000,0.2,3.0,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX020__AG300__XR075__QC05,20000,0.2,3.0,0.75,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX030__AG050__XR000__QC02,20000,0.3,0.5,0.0,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX030__AG050__XR000__QC05,20000,0.3,0.5,0.0,5,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX030__AG050__XR025__QC02,20000,0.3,0.5,0.25,2,22,22,1.0,22,1.0,8,14,0.36363636363636365,True
H20000__DX030__AG050__XR025__QC05,20000,0.3,0.5,0.25,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG050__XR050__QC02,20000,0.3,0.5,0.5,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG050__XR050__QC05,20000,0.3,0.5,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG050__XR075__QC02,20000,0.3,0.5,0.75,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG050__XR075__QC05,20000,0.3,0.5,0.75,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG100__XR000__QC02,20000,0.3,1.0,0.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG100__XR000__QC05,20000,0.3,1.0,0.0,5,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG100__XR025__QC02,20000,0.3,1.0,0.25,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG100__XR025__QC05,20000,0.3,1.0,0.25,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG100__XR050__QC02,20000,0.3,1.0,0.5,2,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG100__XR050__QC05,20000,0.3,1.0,0.5,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG100__XR075__QC02,20000,0.3,1.0,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG100__XR075__QC05,20000,0.3,1.0,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG150__XR000__QC02,20000,0.3,1.5,0.0,2,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H20000__DX030__AG150__XR000__QC05,20000,0.3,1.5,0.0,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG150__XR025__QC02,20000,0.3,1.5,0.25,2,22,22,1.0,22,1.0,7,15,0.3181818181818182,True
H20000__DX030__AG150__XR025__QC05,20000,0.3,1.5,0.25,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG150__XR050__QC02,20000,0.3,1.5,0.5,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG150__XR050__QC05,20000,0.3,1.5,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG150__XR075__QC02,20000,0.3,1.5,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG150__XR075__QC05,20000,0.3,1.5,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG200__XR000__QC02,20000,0.3,2.0,0.0,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX030__AG200__XR000__QC05,20000,0.3,2.0,0.0,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG200__XR025__QC02,20000,0.3,2.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG200__XR025__QC05,20000,0.3,2.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG200__XR050__QC02,20000,0.3,2.0,0.5,2,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX030__AG200__XR050__QC05,20000,0.3,2.0,0.5,5,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX030__AG200__XR075__QC02,20000,0.3,2.0,0.75,2,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H20000__DX030__AG200__XR075__QC05,20000,0.3,2.0,0.75,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__XR000__QC02,20000,0.3,3.0,0.0,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG300__XR000__QC05,20000,0.3,3.0,0.0,5,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__XR025__QC02,20000,0.3,3.0,0.25,2,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX030__AG300__XR025__QC05,20000,0.3,3.0,0.25,5,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG300__XR050__QC02,20000,0.3,3.0,0.5,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG300__XR050__QC05,20000,0.3,3.0,0.5,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX030__AG300__XR075__QC02,20000,0.3,3.0,0.75,2,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX030__AG300__XR075__QC05,20000,0.3,3.0,0.75,5,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
